SessionID,AdClicks,InfoSectionCount,InfoSectionTime,HelpPageVisits,HelpPageTime,ItemBrowseCount,ItemBrowseTime,ExitRateFirstPage,SessionExitRatio,PageEngagementScore,HolidayProximityIndex,VisitMonth,UserPlatformID,WebClientCode,MarketZone,TrafficSourceCode,UserCategory,IsWeekendVisit,MonetaryConversion
TOc7UVQt3CbMCWwz,2,7,145.98,0,0,36,646.1533333,0,,22.08032319,0,August,Android,Chrome,Europe,2,Returning,FALSE,No
rjgffUWS2JBh7dtZ,4,1,23.2,1,73.6,,,0,0,0,0,July,Windows,Safari,North America,2,Returning,FALSE,No
xfwaCiB3XuKRvLom,0,1,66.4,0,0,22,641.4809524,0,0.004761905,0,0,October,iOS,Chrome,South America,6,New,FALSE,No
CdqiQ8He5Q7AMe4b,4,2,71.1,0,0,11,529.8,0,0.004545455,,0,October,Android,Chrome,Europe,2,Returning,FALSE,No
89RGoIqEWSXKt59Y,2,0,0,0,0,9,980.5666667,0,0.011111111,78.56959864,0,September,Android,Chrome,Africa,2,New,FALSE,Yes
xbGUhVLQ90WPyOd0,0,4,77.1,0,0,4,41.7,0,0.028571429,0,0,September,Android,Chrome,South America,6,Returning,TRUE,No
1rTzvHT0NpAAipXU,3,2,117.8,0,0,17,586.1,0,0.011111111,0,0,August,,Chrome,,13,Returning,FALSE,No
RPRVj29reqzcpeEy,,0,0,0,0,2,12,0,0.1,0,0,July,Android,Opera,Europe,6,Returning,FALSE,No
NkgpT7NM4PrIIgTk,4,2,112.8,0,0,11,375.8,0,0.015384615,0,0,September,Android,Chrome,Other,5,New,TRUE,No
I2MrHMQdZ2zAQDB4,1,0,0,0,0,,,0.011111111,0.077777778,0,0,June,Android,Chrome,,2,Returning,FALSE,No
gbjcyrtl5agqdc11,3,3,36.2,0,0,16,166.7062706,0,0.014705882,0,0,August,Android,Chrome,Middle East,5,New,FALSE,No
vS3Z9WntV1UPBXOF,2,2,11,0,0,36,474.3066667,0,0.015714286,47.65907425,0,June,MacOS,Safari,Europe,4,Returning,FALSE,No
3oF3od0rGF1xsmpx,4,10,187.7166667,,,29,277.35,0,0.021904762,0,0,September,iOS,Chrome,Other,5,Returning,FALSE,No
ERQFauuTwluJxglc,3,3,42.4,0,0,20,331.8914286,0,0.004761905,0,0,August,Android,Chrome,Central America,1,Returning,TRUE,No
ueUMlfM0jaVThotU,1,2,135,0,0,25,1684.375,0.014814815,0.052674897,0,0,July,Windows,Safari,Central America,3,Returning,TRUE,No
54Bkl0e6Q2wQSjm6,1,5,106.8,0,0,20,470.8666667,0.027272727,0.045454545,,0,October,Android,Chrome,North America,13,Returning,FALSE,No
gpJyoXlyUq8LTgyr,3,0,0,0,0,39,1348.45,0.01025641,0.02039072,0,0,July,Windows,Chrome,North America,4,Returning,FALSE,No
jS5jbJnZIyZmtCcd,2,3,420.0666667,3,230.7,23,1251.6,0.055172414,0.079310345,0,0,November,Windows,Safari,Asia-Pacific,2,Returning,FALSE,No
mfTHM3l6l6pWvJyN,4,2,153.2,1,24.2,22,615.0666667,0.008,0.036,0,0,October,Android,Chrome,North America,1,Returning,FALSE,No
fQb6Ntsgnx5QKtco,3,0,0,0,0,1,0,0.2,0.2,0,0,August,Android,Chrome,,1,Returning,FALSE,No
joEJuY2bQtig8R5q,,0,0,0,0,1,0,0.2,0.2,0,0,October,Android,Chrome,Middle East,2,Returning,FALSE,No
Kb5urElrXE9IgheD,2,4,265,0,0,22,616.2033333,0.003846154,0.010470085,,0,November,iOS,Chrome,Middle East,2,Returning,TRUE,No
VciwdRbtZDHK1eiC,1,3,423,0,0,24,1203.533333,0,0.011111111,0,0,October,MacOS,,North America,4,New,FALSE,No
VYJa2AOz0ArkY7Or,1,0,0,0,0,,,0.014285714,0.019047619,14.37785831,0,September,iOS,Chrome,,6,,FALSE,Yes
DVeif9HgRna9hySE,1,7,138.15,0,0,9,232.31,0,0.028717949,0,0,October,Android,Chrome,Africa,2,Returning,TRUE,No
4GdRxDxzSsdKV1PG,1,0,0,0,0,16,318.0666667,0.025,0.033333333,0,0,July,,Chrome,Asia-Pacific,1,Returning,FALSE,No
2cstQETMz2kh38fq,3,14,512.5805785,4,211,61,2362.724563,0.005615082,0.024507322,27.61615655,0,October,Windows,Safari,Asia-Pacific,1,Returning,FALSE,No
OYaqaN1vE470ke7G,,2,6,0,0,37,501.7666667,0.01025641,0.020512821,0,0,September,Android,Chrome,North America,1,Returning,FALSE,No
nMEBGc7CCHU4lK6k,3,1,9,0,0,22,1889.25,0,0.024603175,0,0,August,Android,Chrome,,6,Returning,FALSE,No
BZL6RrTkZ1eS2hWT,2,0,0,0,0,2,0,0.2,0.2,0,0,July,iOS,Chrome,Other,13,Returning,FALSE,No
UKU4U5jyH6EYuJ18,3,0,0,0,0,1,0,0.2,0.2,0,0,July,iOS,Chrome,South America,1,Returning,TRUE,No
2fI3gRh3PUQvQbOt,4,1,0,0,0,,,0.057142857,0.114285714,0,0,June,iOS,Chrome,Europe,4,Returning,FALSE,No
jMTKdDRv4DTo7KOi,2,0,0,0,0,14,320.25,0,0.013333333,52.17313647,0,October,Android,Chrome,North America,3,Returning,TRUE,Yes
H6xpmevt62IiZYR9,4,0,0,0,0,5,43.9,0,0.02,,0,September,Android,Chrome,North America,2,Returning,FALSE,No
zxcmHalfUgcz3a6D,4,7,144.8,1,96.2,34,1374.630952,0.019973545,0.028024691,0,0,July,Windows,Safari,Asia-Pacific,4,Returning,FALSE,No
BRPOWEaElfGtpM1P,2,2,187.9,4,100.1,29,2107.033333,0,0.024242424,0,0,October,Windows,Safari,Asia-Pacific,1,Returning,FALSE,No
u5bUnhTcbT7frUW2,4,6,56.89,0,0,40,1296.916144,0,0.022634921,1.342134935,0,September,Android,Chrome,Oceania,1,Returning,FALSE,No
c7DHCOqL1wDOcWNm,1,5,127.8,0,0,15,766.8238095,0,0,65.4726506,0,August,Windows,UC Browser,South America,1,Returning,FALSE,Yes
p7PE1RuoohY9cGTV,1,6,352.3666667,0,0,11,605.6166667,0,0.008888889,,0,June,Android,Chrome,North America,2,Returning,FALSE,Yes
CbtwI1BkV1s4FPOi,1,1,0,0,0,,,0.05,0.15,0,0,August,Android,Chrome,North America,5,Returning,FALSE,No
5e4uJnuwPMojNUjV,1,4,36.3,2,11,71,3287.216667,0.031506849,0.055342466,0,0,September,MacOS,Safari,Other,3,Returning,TRUE,No
9IVrxSMbT3N3hEy5,3,3,32.1,0,0,3,21.1,0.028571429,0.042857143,0,0,June,iOS,Chrome,Middle East,5,New,FALSE,No
7wY6KjndjQAaXvch,3,0,0,0,0,1,0,0.2,0.2,0,0,July,Android,Chrome,South America,13,Returning,FALSE,No
WoMN0hoQFCGMBnTY,3,4,118.7,0,0,3,89.5,0,0.047619048,,0,November,iOS,Chrome,North America,4,Returning,FALSE,No
XfJfzmIGqkMj7Mo6,4,13,266.047619,9,985.4833333,179,11492.20838,0.020689931,0.028728531,0,0,June,Windows,,North America,3,Returning,FALSE,No
l7pEL156WTmLHpj3,4,1,383.8,0,0,11,92.4,0,0.016666667,0,0,July,Android,Chrome,Other,2,New,FALSE,No
fRQcMetHi6IZ4VOt,3,5,91,2,232.8,246,9227.371429,0.006425703,0.024959839,0,0,October,MacOS,Safari,,3,Returning,TRUE,No
UHNvdmhMSkSDoLc1,2,4,365.0333333,0,0,9,461.7333333,0.026666667,0.032991453,33.60744027,0,August,Android,Chrome,,2,,FALSE,No
Spkf4oGtug6FNnP9,2,8,98.4,0,0,16,156.3333333,0,0.007843137,0,0,October,Android,,Asia-Pacific,1,Returning,FALSE,No
G2N31EVvWoadYlbV,3,3,78.6,0,0,2,18.2,0,0.02,0,0,July,iOS,Chrome,Asia-Pacific,2,,TRUE,Yes
gdmUvXuTkY0SFkcO,1,2,13,0,0,66,2061.926508,0.013235294,0.014202682,0,0,July,iOS,Chrome,Middle East,3,,FALSE,No
0OVHGeddG8dzK9kz,4,0,0,0,0,4,226.8,0.04,0.06,12.83702398,0,November,Windows,Safari,Middle East,,Returning,FALSE,Yes
1EGkECZ9ftBiKiwc,1,0,0,0,0,5,116.6666667,0.04,0.05,0,0,October,iOS,Chrome,North America,3,Returning,TRUE,No
hzopyhYs9mDs061J,3,1,109.8,0,0,17,418.8233333,0,0.001388889,0,0,October,Android,Edge,,3,New,FALSE,No
Ul1s2t0idceCktpP,0,1,5,2,31.7,6,104.25,0,0.007407407,0,0,June,Android,Firefox,,11,New,FALSE,No
sDUf8ZEO6PWMFqsc,3,10,163.425,0,0,73,1077.511667,0,0.005833333,0,0,November,Android,Chrome,Africa,4,Returning,FALSE,No
7gSfNGO5yUjeUIQn,0,0,0,0,0,17,1926.133333,0.011764706,0.027647059,0,0,November,Android,,South America,1,Returning,FALSE,No
NeDOh0iD7QlVNl89,3,6,184.32,0,0,8,163.22,0,0.018181818,0,0,November,Windows,Safari,North America,2,New,FALSE,No
VnpvDGt0EHNgdRtg,2,2,13.1,0,0,62,5556.932698,0,0.020625,4.964521194,0,September,Android,Chrome,Asia-Pacific,2,Returning,TRUE,No
w3OsOjDMlivcZrY1,0,2,132.4,0,0,11,296.3,0,0.015384615,0,0,September,Android,Edge,Asia-Pacific,2,New,FALSE,No
IJbPOOU8Wb9RAHdi,2,4,39.48,0,0,33,549.78,0,0.005555556,0,0,September,iOS,Chrome,South America,1,New,FALSE,No
GHzSQy7y7XwFWdBa,3,11,211.0333333,3,173.2333333,62,1340.676667,0.000391389,0.019726027,17.42324027,0,August,Android,Chrome,Oceania,2,Returning,FALSE,No
W7ZxgW78ACZ09w3q,1,3,51.8,0,0,23,864.0071429,0,0.008,13.52088614,0,November,Android,,Africa,2,Returning,FALSE,No
x54j78tqNirHbax4,1,15,309.6333333,2,45.8,50,2230.986667,0,0.004371585,40.77935433,0,November,Android,Chrome,South America,,Returning,FALSE,Yes
hx6dSs9DvkQ8LSwp,4,1,67.4,0,0,14,590.5533333,0,0.007142857,38.06520001,0,August,Android,Chrome,North America,5,New,FALSE,Yes
wJlG6Wj0GruGlc5x,2,1,28.2,0,0,1,0,0,0.05,0,0,September,Windows,Safari,North America,5,,FALSE,Yes
FeazPX0E839TuBbS,0,1,15.2,1,13,39,1706.119697,0.010365854,,5.251288882,0,June,,Chrome,Europe,2,Returning,TRUE,No
0C82vYI7EUCfw4FT,0,5,46.8,0,0,33,743.2666667,0.005,0.021666667,0,0,November,Android,Chrome,South America,1,Returning,TRUE,No
QwVM7NmaEwEMdYwi,0,15,584.2,0,0,73,2693.963452,0,0.001298701,0,0,November,iOS,Chrome,South America,13,Returning,FALSE,No
PJMM6efBbxHlOt5Q,1,9,356.7464198,,,81,6847.936896,0.015227273,0.022982896,,0,October,Windows,Safari,Asia-Pacific,1,Returning,FALSE,No
cZqWdBduNcri3lNV,4,2,32.2,0,0,11,222.5,0,0.015384615,0,0,August,Android,Chrome,North America,4,Returning,TRUE,Yes
nTeThKeoBrlP7oIp,1,0,0,0,0,4,123.3,0,0,67.98927956,0,October,Windows,Safari,North America,,Returning,FALSE,Yes
9pAx52NZqya5zRCX,2,0,0,0,0,2,0,0.2,0.2,0,0,June,Windows,Safari,Asia-Pacific,2,Returning,FALSE,No
p0w9VUqe0U4QiX0c,,11,604.73,0,0,63,1276.843158,0,0.006712329,0,0,July,Android,,Central America,,New,FALSE,Yes
01fgvNpAXbr7c23X,2,4,464.5,0,0,9,635.7238095,0,0.002777778,0,,July,Windows,Safari,Asia-Pacific,2,New,FALSE,No
NTVpfl1G2LAcn5tO,4,6,240.9,2,201.4,237,9437.769068,,0.030380952,1.453831135,0,June,Android,Edge,Asia-Pacific,1,Returning,FALSE,Yes
bdNRKziaJGcnwcyF,3,1,32.2,0,0,17,876.4285714,0,0.0040625,0,0,July,iOS,Chrome,North America,3,Returning,FALSE,Yes
bqbdDxxGDaypLc1Q,2,6,102.5,0,0,23,351.0333333,0,0.015517241,0,0,October,Windows,Safari,North America,4,Returning,FALSE,No
5TXlx2OhbcJklwYK,1,1,16.2,0,0,42,1369.7,0,0.01969697,11.33037122,0,July,Android,Firefox,Asia-Pacific,3,Returning,FALSE,No
Fop6T651XRRCBynY,4,3,77.6,0,0,3,8,0.033333333,0.066666667,0,0,June,Android,Chrome,Middle East,2,Returning,FALSE,No
3fUUho9Yt4ytDhbg,1,2,150.6,0,0,86,2554.562381,0.023255814,0.041100372,0,0,September,Android,Chrome,North America,1,Returning,FALSE,No
7GBSwWH5bTeLksJl,3,3,94,2,44.2,56,1430.208205,0.02,0.030388889,0,0,November,Android,Chrome,Other,3,Returning,FALSE,No
Zhlmc8L5I8IHVzMp,2,1,4.333333333,0,0,,,0.006666667,0.074444444,0,0,June,MacOS,Chrome,North America,5,Returning,TRUE,Yes
ubzL9D7j4071X8sH,3,5,72.57333333,10,208.6,27,1091.323333,0.005,,0,0,September,Android,Chrome,North America,2,Returning,FALSE,Yes
c5Mg8WdFKC4qecaC,4,4,85.6,0,0,1,5,0,0.033333333,0,0,September,Android,,North America,5,New,FALSE,Yes
IAbM3xdP9jCLn8h5,1,9,233.6224044,0,0,35,1941.066667,0.01255814,0.02917153,0,0,August,iOS,Chrome,Oceania,2,Returning,FALSE,No
pBNZrkbYEGaISYEn,4,0,0,0,0,5,190.6,0,0.02,0,0,July,Android,Chrome,Africa,1,Returning,TRUE,No
GwG7CbpdaeCoyQpn,1,0,0,0,0,40,1161.9,0.055,0.08,0,0,September,Windows,,Middle East,1,Returning,FALSE,No
Nl2wWdleNcuwkusM,,4,102.6,0,0,34,2633.4,0.018974359,0.020989011,0,0,September,Windows,Safari,Asia-Pacific,4,Returning,FALSE,No
CPLBq5NMQH7BlXFG,3,5,109.6,1,3,29,1980.266667,0.006060606,0.026262626,0,0,July,Android,Chrome,North America,4,Returning,FALSE,Yes
yDWz24Uvno9HAXrs,3,1,6,0,0,27,1496.466667,0.04691358,0.069982363,7.468469311,0,July,iOS,,Asia-Pacific,1,,TRUE,No
nXoILX0x2N0DHxP7,1,0,0,0,0,21,344.1714286,0.007017544,0.007017544,13.59007196,0,October,Windows,Safari,Asia-Pacific,2,Returning,FALSE,Yes
sFzOwRoZRXV6zeIf,,3,35.4,0,0,38,937.8075758,0.01025641,0.039316239,0,0,July,iOS,Chrome,North America,1,Returning,FALSE,No
clv8M9GJy9ro3EOo,1,4,46.3,0,0,2,22.83333333,0,0.033333333,0,0,November,Android,Chrome,Middle East,2,New,TRUE,Yes
q8mrDCrDxJMvCfR7,4,7,611.0333333,2,13,81,1719.375714,0.004494382,0.009737828,6.49444108,0,October,Windows,Safari,Middle East,2,Returning,TRUE,No
HJmzPkyAAiKwTo3n,1,5,95.1,4,116.8,53,1696.567619,0.003508772,0.017602339,0,0,October,Android,Chrome,Africa,2,,FALSE,No
SqhiBfP1cpnlJbDt,0,0,0,0,0,24,445.9,0.058333333,0.079166667,0,0,August,Android,Edge,North America,1,Returning,FALSE,No
JpyF0i1xxusLC6Vl,2,4,50.9,0,0,60,2686.402922,0.016666667,0.022713675,0,0,October,Android,Edge,Africa,4,Returning,FALSE,No
Eqia5c6ap0orTYwh,4,,,0,0,13,852.2,0.164230769,0.18034188,0,0,August,iOS,Chrome,South America,13,Returning,FALSE,No
pV5fU6vNp7b3nn6N,4,1,81.6,0,0,42,2017.520714,0,0.023696145,0,0,October,Android,Chrome,North America,2,Returning,TRUE,No
iU5HzbQri5FrZjEy,0,0,0,0,0,25,1978.7,0.032,0.06,0,0,August,Android,Chrome,North America,3,Returning,FALSE,No
LLMoWwa5Ym99p0Pv,1,2,43.4,2,16.2,31,1279.806667,0.006857143,0.02952381,0,,September,,Safari,Asia-Pacific,2,Returning,TRUE,No
EkYt2c59MqUjVlkq,4,0,0,0,0,2,65.4,0,0.1,0,0,July,Android,Chrome,Other,13,Returning,TRUE,No
VwNdmIceCWabazmU,0,5,74.6,3,43.4,67,1207.653333,0.020833333,0.047826279,0,0,August,Android,Chrome,Middle East,1,Returning,FALSE,No
VkVTmVSK6nE0uXqV,4,,,0,0,,,0,0.041269841,0,0,June,Android,Chrome,North America,16,Returning,FALSE,Yes
exZrxW7MsqFXidjR,1,1,71.6,0,0,7,286.7,0,0.008333333,0,0,August,Windows,Safari,Oceania,3,New,FALSE,No
MoWs4BSKpOvrkUfw,3,0,0,0,0,7,71.6,0.028571429,0.071428571,0,0,November,Windows,Safari,Other,4,Returning,FALSE,No
d6TYtzzpCg0mZndg,2,10,664.0866667,3,18.5,26,1494.053333,0.021212121,0.028542569,20.35484005,0,November,iOS,Chrome,North America,20,Returning,FALSE,No
xOLOzF74Yl6lxFZf,4,,,0,0,22,443.8333333,0,0.002380952,0,0,November,Windows,Safari,Europe,3,Returning,FALSE,No
ozCWcFQ8gDAzZVG0,2,4,34.4,0,0,12,189.4333333,0,0.014285714,0,0,September,Android,Opera,South America,4,New,FALSE,No
45fG6slMqgXi5Prc,3,0,0,0,0,22,817.9590698,0.056060606,0.079518398,0,0,September,iOS,Chrome,Asia-Pacific,1,Returning,TRUE,No
WmEZy8zgTCSsDITP,1,1,54.4,6,505.6,21,838.15,0,0,0,0,November,Android,Chrome,Asia-Pacific,2,New,TRUE,No
6TqUAR3TwV6iMsAM,3,1,0,3,80,125,3835.564121,0.022076923,0.039945665,1.002042069,0,July,Windows,Safari,North America,3,Returning,FALSE,Yes
RbrkCpPMRLwGXlAD,4,1,13,0,0,28,611.94,0,0.006896552,0,0,September,iOS,Chrome,North America,1,Returning,FALSE,No
0OByVIQxQvGaGLLR,2,0,0,0,0,2,0,0.2,0.2,0,0,August,Windows,Chrome,Central America,1,,FALSE,No
MVGtSaQONR3IZk9H,1,2,126.3333333,0,0,11,401.0133333,0,0.022222222,45.12532172,0,November,Windows,Safari,Asia-Pacific,2,Returning,TRUE,Yes
XOZGZSyLlEyaBylW,4,13,869.1666667,2,28.2,97,2865.817778,0.009345794,0.024205607,0,0,October,,Samsung Internet,North America,1,Returning,FALSE,No
KDQVrThz7EazYcGK,0,9,524.9333333,2,30.66666667,,,0.005698006,0.02881889,10.79674946,0,November,Android,Chrome,Asia-Pacific,1,Returning,TRUE,No
tlKhsWwkUBNph7Qo,2,3,44.22857143,0,0,13,311.79,0,0.002666667,34.03997536,0,June,Android,Chrome,North America,5,New,FALSE,Yes
jwFSgd1aaJyMSqpk,,0,0,0,0,7,238.9333333,0,0.014285714,0,0,September,Android,Chrome,South America,,Returning,FALSE,No
zIPbp06k40o0b3cJ,3,3,105.2,0,0,25,830.9366667,0.007142857,0.004285714,70.2595851,0,November,Android,Chrome,North America,2,Returning,FALSE,No
8uu1oL2F5XWuwXtY,,0,0,0,0,1,27.2,0,0,58.37208988,0,November,Android,Chrome,South America,20,Returning,FALSE,Yes
ceBSWYluStROT5to,0,1,0,0,0,28,2195.580952,0,0.021428571,8.391281758,0,October,Windows,,Asia-Pacific,2,Returning,FALSE,Yes
g9XloKOgHbXeZKoD,,2,17,0,0,32,2026.2,0,0.029411765,1.332510752,0,October,Android,Chrome,Asia-Pacific,,Returning,FALSE,No
tojgFIOedMLEEo5j,,2,66.4,3,41.2,138,4031.561667,0.002857143,0.010238095,0,0,November,Android,Chrome,Other,13,Returning,FALSE,No
LCtFyFgqvuQfwfln,0,8,466.6166667,5,81.4,25,1220.175,0.02,0.040444444,0,0,August,iOS,Chrome,,2,Returning,TRUE,No
fywQprunSudt85vR,0,3,63,0,0,2,14.6,0,0.016666667,0,0,October,Windows,Safari,North America,2,New,FALSE,No
N4jM9nqKencUbt6q,3,6,93.9,0,0,19,323.3740476,0.024242424,0.032223645,19.39995042,,September,Android,,Asia-Pacific,1,Returning,TRUE,No
7l0VsxmY08wMP2Do,,2,79.6,0,0,24,433.36,0.008333333,0.009722222,0,0,August,Android,Chrome,North America,1,Returning,FALSE,No
JsTpDjcVoGLRXFn7,2,1,159.2,0,0,21,526.5,0,0.009090909,0,0,August,iOS,Chrome,North America,1,Returning,TRUE,No
ZHpeHYg3G6TchMKt,1,2,34.4,0,0,18,379.6166667,0.035,0.059166667,0,,July,Android,Chrome,Middle East,1,Returning,FALSE,No
h0BD2QhRcO1gYPNm,0,16,825.9400176,1,120.8,109,2110.422354,0.005177873,0.014936612,2.491316021,0,August,Android,Chrome,Oceania,1,Returning,FALSE,No
ONKNwJPfVFWR4vTd,4,3,49.75,0,0,20,547.4007937,0,0.011688312,15.06586317,0,November,iOS,Chrome,Africa,2,Returning,FALSE,Yes
07YZ871SnJ3HST9l,0,0,0,3,12,21,330,0.069565217,0.091304348,0,0,June,Android,Chrome,South America,13,Returning,FALSE,No
Fc98E7Rs9fNCIv4z,0,2,19.6,0,0,22,1089.5,0,0.026086957,0,0,October,Android,Firefox,North America,3,Returning,FALSE,No
l1ooc4IXX3QpsD21,3,4,54.8,0,0,3,20.25714286,0,0.028571429,0,0,August,Windows,Safari,Asia-Pacific,2,Returning,FALSE,No
YvWhIKwEoLAVpgjt,4,8,92.93333333,0,0,78,2063.642844,0.007407407,,0,0,September,iOS,Chrome,Middle East,,Returning,FALSE,No
kBgcZtJmvBlA1NnY,2,4,246.8,0,0,,,0.04,0.053333333,0,0,September,iOS,Chrome,North America,1,Returning,FALSE,No
vxFwdYLBHf3yimyG,,12,263.46,7,145,,,0.004878049,0.016666667,42.14163315,0,October,Android,Opera,North America,4,Returning,FALSE,No
NGWTNxInwg7WvsSp,4,0,0,0,0,1,0,0,0.2,0,0,July,Windows,Safari,South America,4,Returning,FALSE,No
6VtNQpfJ5cYJbmzk,0,0,0,0,0,41,4006.352857,0.009756098,0.014634146,48.99526482,0,August,Android,Chrome,Oceania,2,Returning,FALSE,Yes
tS8cK0qXByXVARTD,0,9,551.7944444,4,124.2,94,5579.315873,0,0.007335491,0,0,June,Android,Chrome,Africa,2,New,FALSE,No
B2VoNfrODbbNymsY,3,2,56.4,0,0,45,3166.333333,0,0.004891304,4.859624751,0,August,Android,,Europe,1,Returning,TRUE,No
wpkYZ3iFxzfhyWNn,0,6,90.1,0,0,35,643.05,0,0.015789474,0,0,October,Windows,,Asia-Pacific,4,Returning,TRUE,No
jvW7Oi8ufN4Pj3lI,4,4,62.9,5,482.4,4,128.5,0,0.018181818,0,0,September,Android,Chrome,North America,5,New,FALSE,No
uo3Ufwj5uOLfz1iW,4,14,128.8095238,2,41.6,37,1584.770476,0.009302326,0.029296378,0,0,October,Android,Chrome,North America,2,Returning,FALSE,No
0Hbys2GIGbDZuqCx,1,10,148.9,0,0,25,692.22,0.038709677,0.039354839,0,0,October,Windows,Safari,Oceania,1,Returning,TRUE,No
aahd02TnwQ4Ni6tt,2,2,94.6,1,108.8,42,1157.783333,0,0.032222222,0,0,October,Android,,North America,1,Returning,TRUE,No
Yqr7TZVLeuUNmmWm,2,6,90.6,0,0,10,384.8,0,0.015384615,0,0,August,Windows,Chrome,Asia-Pacific,2,New,TRUE,No
V6ZF2FhQZOmJoZWi,2,4,71.2,0,0,6,178.8,0,0.014814815,0,0,August,Windows,Safari,North America,5,,FALSE,No
VWwVAosHWPKX9VRI,0,4,45.7,1,0,13,94.6,,0.070670996,0,0,July,iOS,Chrome,Europe,,Returning,FALSE,Yes
rr8q5QK4F1ILI8ay,1,8,164.4666667,0,0,3,26.7,0.022222222,0.044444444,0,0,October,,Chrome,South America,4,New,TRUE,No
L0i59zpscnTTg3nb,0,9,352.2333333,0,0,49,2268.900677,0,0.017407407,0,0,August,Windows,Chrome,Other,2,Returning,FALSE,No
Owi1NmGj4Q7YOb6d,4,3,66.4,0,0,16,516.4785714,0.022222222,0.035555556,,0,September,iOS,Chrome,Asia-Pacific,5,Returning,FALSE,No
KCWH1RBXRcuxVyng,2,7,194.4,0,0,5,46.2,0.0125,0.0375,0,0,July,Android,Chrome,South America,5,New,FALSE,No
c7Bv9U0dBqqhms8i,1,0,0,0,0,8,257.4,0,0.028571429,0,0,July,Android,Chrome,North America,1,Returning,TRUE,No
KtEyE8jFBiWqNYIn,1,3,1178.6,4,124.8,18,1716.373333,0.008333333,0.016666667,0,0,July,Android,Firefox,Middle East,1,Returning,FALSE,No
qecs7sShFiGfDXlv,3,1,12,0,0,22,380.8066667,0.019047619,0.013333333,0,0,July,Windows,Chrome,Asia-Pacific,2,Returning,FALSE,No
HWZyhFqWVcRq6Sf7,1,0,0,0,0,30,1737.016667,0.034482759,0.048357964,1.444763592,0,June,iOS,Chrome,,3,Returning,TRUE,No
1RekH6JlOAd2GYNG,3,2,34.2,0,0,32,929.91,0.006060606,0.026262626,0,0,August,Windows,Safari,Asia-Pacific,3,Returning,FALSE,No
VHZVyTrJi75FBUlx,0,0,0,0,0,5,158.6,0,0.013333333,0,0,July,Windows,Safari,South America,,Returning,FALSE,No
thEJj08DNUpWJJ6w,4,4,51.2,0,0,11,1297.25,0.014285714,0.054761905,18.65904914,0,October,Android,Chrome,Europe,4,Returning,FALSE,No
88e9nzEVdXjnHXVo,1,14,181.0733333,3,58.4,18,450.5066667,0,0.011111111,0,0,October,Android,Chrome,North America,3,Returning,TRUE,No
czn4AerfAkndUoZj,2,0,0,0,0,2,0,0.2,0.2,0,0,July,iOS,Chrome,North America,1,Returning,FALSE,No
C546543H0nI6tfj7,2,7,169.35,2,182.2,29,1612.983333,0.005882353,0.013697479,0,0,November,Android,Chrome,Central America,2,Returning,FALSE,No
guFAAasdTmsCZu2y,3,5,175.1,0,0,26,615.5595238,0,0.002083333,62.77367187,0,September,Windows,Safari,North America,3,New,TRUE,Yes
AB7okSpae0r4BZRF,3,4,52.5,0,0,12,234.4,0,0.013333333,0,0,October,Android,Chrome,North America,2,New,FALSE,No
kx9lI2FCY96jC3Vt,1,5,269.8,0,0,8,312.3333333,0,0.01,0,0,November,Windows,Safari,Other,4,,FALSE,No
9Ylz2H9Afd46Zbzh,1,11,369.8333333,4,109.8,150,5962.205556,0.005345912,0.015283019,0,0,June,Android,Chrome,Africa,2,Returning,FALSE,No
cQcFMeMSe0YnGZuB,,1,5,0,0,15,228.8,0.01875,0.06875,0,0,November,Android,Chrome,North America,1,Returning,FALSE,No
OwyIRuyQQutoFrYr,1,8,107.7,0,0,8,135.0666667,0,0.005128205,0,0,June,Android,Chrome,North America,,New,FALSE,No
YwvrXJdHbVmY7yay,,8,237.8326007,0,0,84,2759.135058,0.005681818,0.02926548,4.477838682,0,June,Windows,Safari,Europe,2,Returning,FALSE,No
XSjUtBT6XLW5PrIr,1,1,6,0,0,10,506.4,0,0.02,0,,September,Windows,Safari,Asia-Pacific,5,New,TRUE,No
iVT4oCkTK8VQyS7E,3,6,93.3,0,0,70,2678.055238,0,0.005868545,0,0,July,Android,Chrome,North America,2,Returning,TRUE,No
1RW3mtFbgVSm7cNG,4,0,0,0,0,15,337,0.02,0.032222222,0,0,July,Windows,UC Browser,North America,1,Returning,FALSE,No
pIBTDW3XlLh2tr6O,4,3,343.0666667,0,0,63,1108.369762,0,0.002786596,7.826836353,0,August,Android,Opera,North America,2,,FALSE,Yes
Fc5RqCfGi5LRSSPG,0,5,73.8,0,0,5,82.5,0,0.028571429,0,0,August,Android,Firefox,Middle East,5,New,FALSE,No
3VmSs2hufjovLDU9,1,6,161.52,0,0,14,295.6974359,0,0.026315789,0,,November,,Chrome,Central America,2,Returning,FALSE,No
W8UNuaXcnIlfVc5H,2,15,292.88,1,48.35,130,3645.909048,0.001459854,0.008515815,10.41358118,0,November,,Edge,Central America,,,FALSE,No
NN5wpGpF6YRI1oz9,0,4,83.6,0,0,42,3333.076068,0.011627907,0.027506986,0,0,August,Windows,Chrome,North America,2,Returning,FALSE,No
87p4QVR3bF1Jrr6g,4,0,0,0,0,12,749.8,0,0.015384615,23.00459544,0,July,Android,Chrome,North America,4,New,FALSE,Yes
